trip_index,route_index,trip_headsign,direction_id
28922,752,Cerny Most,1
28923,880,Kobylisy,0
28924,405,Sidliste Modrany,1
28925,550,Obchodni centrum Ruzyne,0
28926,83,Nadrazi Holesovice,1
28927,873,Divoka Sarka,1
28928,925,Vozovna Zizkov,0
28929,946,Vysocanska,1
28930,456,Karlovo namesti,1
28931,408,Vystaviste,0
28932,632,Cakovice,0
28933,195,Sidliste Cakovice,1
28934,521,Vypich,0
28935,753,Sidliste Horni Pocernice,0
28936,108,Sidliste Barrandov,1
28937,994,Spojovaci,0
28938,520,Velka Ohrada,1
28939,668,Kubanske namesti,0
28940,420,Jizni Mesto,1
28941,277,Na Beranku,0
28942,201,Sidliste Cakovice,1
28943,618,Kobylisy,1
28944,97,Jeneralka,0
28945,175,Borislavka,1
28946,971,Ustredni dilny DP,0
28947,206,U Waltrovky,0
28948,764,Nadrazi Veleslavin,0
28949,172,Zlicin,1
28950,972,Sidliste Barrandov,1
28951,547,Smichovske nadrazi,1
28952,195,Sidliste Cakovice,1
28953,982,Spojovaci,0
28954,294,Ceskomoravska,0
28955,856,Nadrazi Radotin,1
28956,6,Sidliste Petriny,1
28957,983,Sidliste Repy,1
28958,241,Bazen Hloubetin,1
28959,83,Nadrazi Holesovice,1
28960,242,Bazen Hloubetin,1
28961,574,Jesenicka,0
28962,31,Zentiva,1
28963,852,Sidliste Zbraslav,0
28964,573,Jesenicka,0
28965,989,Sidliste Repy,1
28966,536,Sidliste Lhotka,0
28967,201,Sidliste Cakovice,1
28968,221,Zelivskeho,1
28969,582,Kloboucnicka,1
28970,587,Haje,1
28971,655,Nadrazi Uhrineves,0
28972,873,Divoka Sarka,1
28973,146,Smichovske nadrazi,1
28974,919,Kotlarka,1
28975,375,Haje,0
28976,387,Na Knizeci,1
28977,38,Simunkova,1
28978,493,Vinor,1
28979,37,Sidliste Bohnice,0
28980,549,Letiste,0
28981,444,Florenc,1
28982,575,Sidliste Letnany,1
28983,744,Klanovice,0
28984,365,Depo Hostivar,1
28985,741,Cerny Most,0
28986,446,Haje,0
28987,450,Florenc,1
28988,729,Nadrazi Hostivar,0
28989,732,Bila Hora,1
28990,446,Haje,0
28991,136,Opatov,1
28992,895,Andel,1
28993,105,Nadrazi Veleslavin,1
28994,595,Sidliste Malesice,0
28995,1156,Zlicin,1
28996,666,Nadrazi Branik,1
28997,190,Florenc,1
28998,155,Smichovske nadrazi,1
28999,132,Nadrazi Branik,0
29000,86,Podhori,0
29001,86,Podhori,0
29002,548,Na Beranku,0
29003,473,Vozovna Pankrac,0
29004,643,Staromestska,1
29005,249,Poliklinika Mazurska,0
29006,946,Vysocanska,1
29007,433,Na Hvezdarne,0
29008,239,Ve Zlibku,0
29009,240,Ve Zlibku,0
29010,251,Sidliste Cimice,0
29011,594,Sidliste Malesice,0
29012,143,Zelivskeho,1
29013,965,Nove Strasnice,0
29014,465,Chodov,0
29015,466,Chodov,0
29016,116,Narodni divadlo,1
29017,406,Vozovna Kobylisy,0
29018,24,Sidliste Repy,1
29019,764,Nadrazi Veleslavin,0
29020,350,Vyhledy,0
29021,833,Lipence,0
29022,115,Vystaviste,0
29023,639,Stavebni zona Horni Pocernice,1
29024,85,Podhori,0
29025,389,Bila Hora,0
29026,85,Podhori,0
29027,204,Na Knizeci,1
29028,356,Predni Kopanina,0
29029,390,Nove Butovice,1
29030,354,Nebusice,0
29031,911,Smichovske nadrazi,0
29032,761,Nadrazi Veleslavin,0
29033,551,Na Knizeci,1
29034,458,Volha,1
29035,440,Vypich,1
29036,20,Sidliste Repy,1
29037,1164,Haje,0
29038,1163,Letnany,1
29039,1171,Prazskeho povstani,1
29040,1144,Nemocnice Motol,0
29041,1144,Nemocnice Motol,0
29042,1155,Cerny Most,0
29043,1155,Cerny Most,0
29044,241,Bazen Hloubetin,1
29045,832,Smichovske nadrazi,1
29046,737,Zahradni Mesto,0
29047,931,Vozovna Zizkov,0
29048,50,Nadrazi Branik,0
29049,100,Poliklinika Budejovicka,1
29050,190,Florenc,1
29051,471,Nadrazi Podbaba,1
29052,252,Kobylisy,1
29053,70,Olsanske hrbitovy,0
29054,565,Nadrazi Vrsovice,1
29055,67,Palmovka,1
29056,93,Sidliste Pisnice,0
29057,686,Nepasicke namesti,0
29058,71,Sporilov,1
29059,139,Kavalirka,1
29060,373,Sidliste Zbraslav,1
29061,932,Holyne,1
29062,242,Bazen Hloubetin,1
29063,850,Zlicin,1
29064,610,Divoka Sarka,0
29065,345,Ustredni dilny DP,0
29066,235,Cakovice,0
29067,140,Na Knizeci,1
29068,106,Letiste,0
29069,615,Sidliste Barrandov,1
29070,355,Borislavka,1
29071,641,Ohrada,0
29072,609,Sidliste Barrandov,1
29073,273,Olsanske hrbitovy,0
29074,181,Dvorce,0
29075,21,Spojovaci,0
29076,106,Letiste,0
29077,94,Kacerov,1
29078,52,Suchdol,0
29079,178,Florenc,1
29080,439,Trebonice,0
29081,105,Nadrazi Veleslavin,1
29082,175,Borislavka,1
29083,537,Kacerov,1
29084,874,Nadrazi Hostivar,0
29085,909,Kotlarka,1
29086,731,Vypich,1
29087,491,Opatov,0
29088,850,Zlicin,1
29089,761,Nadrazi Veleslavin,0
29090,387,Na Knizeci,1
29091,861,Bila Hora,1
29092,71,Sporilov,1
29093,724,Nadrazi Hostivar,0
29094,595,Sidliste Malesice,0
29095,995,Narodni divadlo,1
29096,626,Nadrazi Holesovice,1
29097,641,Ohrada,0
29098,849,Zbraslavske namesti,0
29099,697,Sidliste Libus,0
29100,729,Nadrazi Hostivar,0
29101,849,Zbraslavske namesti,0
29102,561,Seberak,0
29103,25,Spojovaci,0
29104,687,Zelivskeho,1
29105,613,Sidliste Barrandov,1
29106,101,Smichovske nadrazi,0
29107,763,Velka Ohrada,1
29108,588,Smichovske nadrazi,0
29109,643,Staromestska,1
29110,988,Spojovaci,0
29111,594,Sidliste Malesice,0
29112,591,Haje,1
29113,626,Nadrazi Holesovice,1
29114,74,Obchodni centrum Cakovice,1
29115,480,Obchodni centrum Zlicin,1
29116,528,Nadrazi Holesovice,0
29117,292,Sidliste Cimice,1
29118,227,Sporilov,1
29119,480,Obchodni centrum Zlicin,1
29120,407,Sidliste Modrany,1
29121,233,Sporilov,1
29122,364,Sidliste Rohoznik,0
29123,1164,Haje,0
29124,209,Skalka,1
29125,138,Smukyrka,0
29126,511,Haje,0
29127,512,Haje,0
29128,219,Komorany,0
29129,37,Sidliste Bohnice,0
29130,299,Koleje Jizni Mesto,0
29131,479,Dejvicka,0
29132,145,Skalka,0
29133,501,Opatov,0
29134,500,Opatov,0
29135,50,Nadrazi Branik,0
29136,1146,Skalka,1
29137,1163,Letnany,1
29138,1167,Letnany,1
29139,83,Nadrazi Holesovice,1
29140,456,Karlovo namesti,1
29141,248,Stadion Strahov,0
29142,880,Kobylisy,0
29143,206,U Waltrovky,0
29144,879,Sidliste Modrany,1
29145,318,Treboradice,0
29146,753,Sidliste Horni Pocernice,0
29147,911,Smichovske nadrazi,0
29148,247,Dejvicka,1
29149,189,Chodov,0
29150,322,Letnany,1
29151,154,Hlubocepy,0
29152,277,Na Beranku,0
29153,563,Seberak,0
29154,419,Prazska ctvrt,0
29155,219,Komorany,0
29156,617,Sidliste Bohnice,0
29157,273,Olsanske hrbitovy,0
29158,49,Kacerov,1
29159,871,Sidliste Rohoznik,0
29160,466,Chodov,0
29161,932,Holyne,1
29162,249,Poliklinika Mazurska,0
29163,179,Sidliste Malesice,0
29164,246,Nove Butovice,1
29165,977,Nadrazi Podbaba,1
29166,221,Zelivskeho,1
29167,52,Suchdol,0
29168,364,Sidliste Rohoznik,0
29169,607,Divoka Sarka,0
29170,87,Zoologicka zahrada,0
29171,520,Velka Ohrada,1
29172,480,Obchodni centrum Zlicin,1
29173,552,Na Knizeci,1
29174,252,Kobylisy,1
29175,194,Jizni Mesto,0
29176,762,Velka Ohrada,1
29177,84,Zoologicka zahrada,0
29178,53,Dejvicka,1
29179,438,Vypich,1
29180,194,Jizni Mesto,0
29181,193,Jizni Mesto,0
29182,1156,Zlicin,1
29183,1145,Depo Hostivar,1
29184,1156,Zlicin,1
29185,1155,Cerny Most,0
29186,323,Letnany,1
29187,763,Velka Ohrada,1
29188,122,Nadrazi Radotin,0
29189,995,Narodni divadlo,1
29190,697,Sidliste Libus,0
29191,386,Nemocnice Na Homolce,0
29192,823,Kobylisy,1
29193,200,Jizni Mesto,0
29194,982,Spojovaci,0
29195,385,Treboradice,1
29196,368,Poliklinika Petriny,0
29197,814,Nemocnice Bohnice,1
29198,547,Smichovske nadrazi,1
29199,279,Zelivskeho,1
29200,464,Poliklinika Mazurska,1
29201,105,Nadrazi Veleslavin,1
29202,369,Sidliste Repy,1
29203,618,Kobylisy,1
29204,574,Jesenicka,0
29205,587,Haje,1
29206,426,Ve Zlibku,0
29207,894,Spejchar,0
29208,464,Poliklinika Mazurska,1
29209,983,Sidliste Repy,1
29210,52,Suchdol,0
29211,70,Olsanske hrbitovy,0
29212,931,Vozovna Zizkov,0
29213,83,Nadrazi Holesovice,1
29214,246,Nove Butovice,1
29215,34,Viktoria Zizkov,0
29216,174,Hradcanska,0
29217,916,Smichovske nadrazi,0
29218,568,Nemocnice pod Petrinem,1
29219,327,Kotlarka,1
29220,635,Haje,0
29221,204,Na Knizeci,1
29222,455,Stadion Strahov,0
29223,106,Letiste,0
29224,42,Dablice,0
29225,530,Zelivskeho,1
29226,593,Zelivskeho,1
29227,126,Nadrazi Radotin,0
29228,256,Zelivskeho,1
29229,250,Kobylisy,1
29230,158,Vozovna Zizkov,0
29231,259,I. P. Pavlova,0
29232,905,Sidliste Barrandov,0
29233,988,Spojovaci,0
29234,994,Spojovaci,0
29235,575,Sidliste Letnany,1
29236,314,Nadrazi Holesovice,0
29237,359,Dolni Chabry,0
29238,994,Spojovaci,0
29239,737,Zahradni Mesto,0
29240,513,Vozovna Kobylisy,1
29241,688,Jizni Mesto,0
29242,101,Smichovske nadrazi,0
29243,24,Sidliste Repy,1
29244,762,Velka Ohrada,1
29245,204,Na Knizeci,1
29246,473,Vozovna Pankrac,0
29247,340,Sidliste Repy,1
29248,836,Zbraslavske namesti,1
29249,864,Lehovec,0
29250,25,Spojovaci,0
29251,179,Sidliste Malesice,0
29252,698,Kacerov,1
29253,15,Sidliste Repy,1
29254,682,Nadrazi Klanovice,1
29255,966,Palackeho namesti,1
29256,588,Smichovske nadrazi,0
29257,259,I. P. Pavlova,0
29258,730,Bila Hora,1
29259,257,Vyhledy,0
29260,83,Nadrazi Holesovice,1
29261,721,Zahradni Mesto,0
29262,976,Stary Hloubetin,0
29263,95,Chodov,0
29264,274,Sidliste Petriny,1
29265,926,Palackeho namesti,1
29266,852,Sidliste Zbraslav,0
29267,878,Nadrazi Branik,1
29268,999,Spojovaci,0
29269,433,Na Hvezdarne,0
29270,625,Cerny Most,0
29271,861,Bila Hora,1
29272,174,Hradcanska,0
29273,102,Sidliste Sporilov,1
29274,156,Bane,0
29275,189,Chodov,0
29276,408,Vystaviste,0
29277,1164,Haje,0
29278,1166,Muzeum,0
29279,1163,Letnany,1
29280,1164,Haje,0
29281,1163,Letnany,1
29282,956,Radlicka,1
29283,91,Tocna,0
29284,442,Vypich,1
29285,294,Ceskomoravska,0
29286,245,Velka Ohrada,0
29287,184,Dvorce,0
29288,437,Luka,0
29289,245,Velka Ohrada,0
29290,227,Sporilov,1
29291,181,Dvorce,0
29292,609,Sidliste Barrandov,1
29293,479,Dejvicka,0
29294,206,U Waltrovky,0
29295,920,Sidliste Barrandov,0
29296,420,Jizni Mesto,1
29297,970,Sidliste Barrandov,1
29298,530,Zelivskeho,1
29299,210,Ustavy Akademie ved,0
29300,562,Prazskeho povstani,1
29301,699,Poliklinika Petriny,1
29302,157,Cechovo namesti,1
29303,606,Sidliste Barrandov,1
29304,687,Zelivskeho,1
29305,687,Zelivskeho,1
29306,226,Lehovec,0
29307,226,Lehovec,0
29308,689,Zelivskeho,1
29309,233,Sporilov,1
29310,3,Sidliste Dablice,0
29311,329,Ustredni dilny DP,0
29312,698,Kacerov,1
29313,598,Nadrazi Branik,0
29314,142,Zeleny pruh,0
29315,455,Stadion Strahov,0
29316,732,Bila Hora,1
29317,238,Miskovice,0
29318,44,Ladvi,1
29319,1172,Haje,0
29320,1145,Depo Hostivar,1
29321,1155,Cerny Most,0
29322,1155,Cerny Most,0
29323,1147,Nemocnice Motol,0
29324,49,Kacerov,1
29325,84,Zoologicka zahrada,0
29326,183,Podolska vodarna,1
29327,597,Narodni divadlo,1
29328,33,Viktoria Zizkov,0
29329,195,Sidliste Cakovice,1
29330,533,Kavci hory,0
29331,550,Obchodni centrum Ruzyne,0
29332,406,Vozovna Kobylisy,0
29333,471,Nadrazi Podbaba,1
29334,236,Palmovka,1
29335,747,Klanovice,0
29336,540,Pankrac,1
29337,574,Jesenicka,0
29338,180,Podolska vodarna,1
29339,102,Sidliste Sporilov,1
29340,909,Kotlarka,1
29341,636,Poliklinika Budejovicka,1
29342,533,Kavci hory,0
29343,798,Obchodni centrum Sterboholy,0
29344,579,Kacerov,1
29345,894,Spejchar,0
29346,137,Smukyrka,0
29347,573,Jesenicka,0
29348,6,Sidliste Petriny,1
29349,529,Kavci hory,0
29350,237,Palmovka,1
29351,529,Kavci hory,0
29352,65,Dolni Pocernice,0
29353,386,Nemocnice Na Homolce,0
29354,745,Cerny Most,1
29355,459,Chodov,0
29356,87,Zoologicka zahrada,0
29357,512,Haje,0
29358,29,Letiste,0
29359,158,Vozovna Zizkov,0
29360,146,Smichovske nadrazi,1
29361,1156,Zlicin,1
29362,610,Divoka Sarka,0
29363,146,Smichovske nadrazi,1
29364,339,Ustredni dilny DP,0
29365,201,Sidliste Cakovice,1
29366,456,Karlovo namesti,1
29367,175,Borislavka,1
29368,458,Volha,1
29369,1171,Prazskeho povstani,1
29370,1144,Nemocnice Motol,0
29371,1170,Letnany,1
29372,541,Spojovaci,0
29373,872,Cerny Most,1
29374,407,Sidliste Modrany,1
29375,52,Suchdol,0
29376,116,Narodni divadlo,1
29377,255,Mezitratova,0
29378,407,Sidliste Modrany,1
29379,207,Mala Ohrada,0
29380,109,Vystaviste,0
29381,53,Dejvicka,1
29382,105,Nadrazi Veleslavin,1
29383,16,Spojovaci,0
29384,643,Staromestska,1
29385,43,Ladvi,1
29386,945,Kubanske namesti,0
29387,690,Nadrazi Uhrineves,0
29388,292,Sidliste Cimice,1
29389,106,Letiste,0
29390,274,Sidliste Petriny,1
29391,397,Kobylisy,1
29392,751,Cerny Most,1
29393,752,Cerny Most,1
29394,873,Divoka Sarka,1
29395,685,Nadrazi Klanovice-sever,1
29396,522,Kbelsky hrbitov,0
29397,465,Chodov,0
29398,466,Chodov,0
29399,87,Zoologicka zahrada,0
29400,548,Na Beranku,0
29401,360,Kobylisy,1
29402,145,Skalka,0
29403,32,Skalka,1
29404,843,Smichovske nadrazi,1
29405,258,Dejvicka,1
29406,915,Holyne,1
29407,87,Zoologicka zahrada,0
29408,209,Skalka,1
29409,489,Cerny Most,1
29410,822,Namesti Bratri Synku,0
29411,581,Smichovske nadrazi,0
29412,536,Sidliste Lhotka,0
29413,618,Kobylisy,1
29414,84,Zoologicka zahrada,0
29415,617,Sidliste Bohnice,0
29416,238,Miskovice,0
29417,831,Haje,0
29418,142,Zeleny pruh,0
29419,119,Narodni divadlo,1
29420,1144,Nemocnice Motol,0
29421,1163,Letnany,1
29422,6,Sidliste Petriny,1
29423,972,Sidliste Barrandov,1
29424,183,Podolska vodarna,1
29425,833,Lipence,0
29426,520,Velka Ohrada,1
29427,757,Ve Zlibku,0
29428,548,Na Beranku,0
29429,143,Zelivskeho,1
29430,873,Divoka Sarka,1
29431,547,Smichovske nadrazi,1
29432,946,Vysocanska,1
29433,668,Kubanske namesti,0
29434,405,Sidliste Modrany,1
29435,78,Kolodeje,0
29436,420,Jizni Mesto,1
29437,428,Depo Hostivar,1
29438,181,Dvorce,0
29439,13,Sidliste Repy,1
29440,536,Sidliste Lhotka,0
29441,580,Smichovske nadrazi,0
29442,221,Zelivskeho,1
29443,180,Podolska vodarna,1
29444,83,Nadrazi Holesovice,1
29445,266,Mototechna,0
29446,324,Vinor,0
29447,288,Novoborska,0
29448,155,Smichovske nadrazi,1
29449,983,Sidliste Repy,1
29450,194,Jizni Mesto,0
29451,105,Nadrazi Veleslavin,1
29452,145,Skalka,0
29453,582,Kloboucnicka,1
29454,283,Novoborska,0
29455,748,Cerny Most,1
29456,946,Vysocanska,1
29457,945,Kubanske namesti,0
29458,261,Bavorska,0
29459,1164,Haje,0
29460,193,Jizni Mesto,0
29461,874,Nadrazi Hostivar,0
29462,982,Spojovaci,0
29463,495,Opatov,0
29464,377,Komorany,1
29465,106,Letiste,0
29466,989,Sidliste Repy,1
29467,116,Narodni divadlo,1
29468,971,Ustredni dilny DP,0
29469,240,Ve Zlibku,0
29470,646,Bezdekovska,0
29471,925,Vozovna Zizkov,0
29472,239,Ve Zlibku,0
29473,994,Spojovaci,0
29474,28,Zlicin,1
29475,521,Vypich,0
29476,752,Cerny Most,1
29477,494,Opatov,0
29478,108,Sidliste Barrandov,1
29479,292,Sidliste Cimice,1
29480,959,Nove Strasnice,0
29481,55,Dejvicka,0
29482,873,Divoka Sarka,1
29483,248,Stadion Strahov,0
29484,178,Florenc,1
29485,1156,Zlicin,1
29486,1155,Cerny Most,0
29487,480,Obchodni centrum Zlicin,1
29488,17,Spojovaci,0
29489,382,Domov senioru Dablice,0
29490,764,Nadrazi Veleslavin,0
29491,626,Nadrazi Holesovice,1
29492,473,Vozovna Pankrac,0
29493,226,Lehovec,0
29494,143,Zelivskeho,1
29495,29,Letiste,0
29496,3,Sidliste Dablice,0
29497,200,Jizni Mesto,0
29498,729,Nadrazi Hostivar,0
29499,989,Sidliste Repy,1
29500,204,Na Knizeci,1
29501,219,Komorany,0
29502,251,Sidliste Cimice,0
29503,125,Na Knizeci,1
29504,0,Sidliste Petriny,1
29505,905,Sidliste Barrandov,0
29506,83,Nadrazi Holesovice,1
29507,233,Sporilov,1
29508,641,Ohrada,0
29509,805,Stara Holyne,1
29510,700,Sidliste Baba,0
29511,1000,Sidliste Repy,1
29512,396,Sidliste Cimice,0
29513,844,Sidliste Radotin,0
29514,965,Nove Strasnice,0
29515,419,Prazska ctvrt,0
29516,741,Cerny Most,0
29517,227,Sporilov,1
29518,24,Sidliste Repy,1
29519,479,Dejvicka,0
29520,895,Andel,1
29521,786,Haje,1
29522,373,Sidliste Zbraslav,1
29523,121,Na Knizeci,1
29524,115,Vystaviste,0
29525,805,Stara Holyne,1
29526,895,Andel,1
29527,569,Florenc,0
29528,632,Cakovice,0
29529,406,Vozovna Kobylisy,0
29530,28,Zlicin,1
29531,656,Letnany,1
29532,666,Nadrazi Branik,1
29533,20,Sidliste Repy,1
29534,190,Florenc,1
29535,21,Spojovaci,0
29536,375,Haje,0
29537,250,Kobylisy,1
29538,689,Zelivskeho,1
29539,53,Dejvicka,1
29540,1164,Haje,0
29541,1149,Skalka,1
29542,1163,Letnany,1
29543,1167,Letnany,1
29544,1156,Zlicin,1
29545,1150,Depo Hostivar,1
29546,1145,Depo Hostivar,1
29547,405,Sidliste Modrany,1
29548,189,Chodov,0
29549,753,Sidliste Horni Pocernice,0
29550,419,Prazska ctvrt,0
29551,179,Sidliste Malesice,0
29552,537,Kacerov,1
29553,83,Nadrazi Holesovice,1
29554,71,Sporilov,1
29555,737,Zahradni Mesto,0
29556,934,Holyne,1
29557,932,Holyne,1
29558,874,Nadrazi Hostivar,0
29559,761,Nadrazi Veleslavin,0
29560,340,Sidliste Repy,1
29561,277,Na Beranku,0
29562,25,Spojovaci,0
29563,387,Na Knizeci,1
29564,273,Olsanske hrbitovy,0
29565,625,Cerny Most,0
29566,763,Velka Ohrada,1
29567,471,Nadrazi Podbaba,1
29568,390,Nove Butovice,1
29569,115,Vystaviste,0
29570,132,Nadrazi Branik,0
29571,70,Olsanske hrbitovy,0
29572,52,Suchdol,0
29573,174,Hradcanska,0
29574,633,Poliklinika Mazurska,1
29575,976,Stary Hloubetin,0
29576,464,Poliklinika Mazurska,1
29577,346,Sidliste Repy,1
29578,190,Florenc,1
29579,977,Nadrazi Podbaba,1
29580,175,Borislavka,1
29581,254,Habrova,0
29582,73,Dolni Pocernice,0
29583,79,Skalka,1
29584,317,Sidliste Letnany,0
29585,549,Letiste,0
29586,976,Stary Hloubetin,0
29587,537,Kacerov,1
29588,610,Divoka Sarka,0
29589,140,Na Knizeci,1
29590,73,Dolni Pocernice,0
29591,42,Dablice,0
29592,210,Ustavy Akademie ved,0
29593,595,Sidliste Malesice,0
29594,589,Smichovske nadrazi,0
29595,594,Sidliste Malesice,0
29596,762,Velka Ohrada,1
29597,247,Dejvicka,1
29598,809,Na Knizeci,0
29599,864,Lehovec,0
29600,617,Sidliste Bohnice,0
29601,864,Lehovec,0
29602,250,Kobylisy,1
29603,521,Vypich,0
29604,593,Zelivskeho,1
29605,45,Brezineves,0
29606,969,Nove Strasnice,0
29607,810,Na Knizeci,0
29608,67,Palmovka,1
29609,204,Na Knizeci,1
29610,780,Benice,0
29611,625,Cerny Most,0
29612,122,Nadrazi Radotin,0
29613,294,Ceskomoravska,0
29614,879,Sidliste Modrany,1
29615,969,Nove Strasnice,0
29616,249,Poliklinika Mazurska,0
29617,266,Mototechna,0
29618,50,Nadrazi Branik,0
29619,848,Zlicin,1
29620,279,Zelivskeho,1
29621,261,Bavorska,0
29622,315,Nasirovo namesti,0
29623,105,Nadrazi Veleslavin,1
29624,441,Reporyjske namesti,0
29625,1163,Letnany,1
29626,1164,Haje,0
29627,1155,Cerny Most,0
29628,1166,Muzeum,0
29629,1155,Cerny Most,0
29630,106,Letiste,0
29631,87,Zoologicka zahrada,0
29632,252,Kobylisy,1
29633,455,Stadion Strahov,0
29634,562,Prazskeho povstani,1
29635,828,Cerny Most,1
29636,640,Sidliste Petrovice,0
29637,575,Sidliste Letnany,1
29638,88,Nadrazi Holesovice,1
29639,88,Nadrazi Holesovice,1
29640,640,Sidliste Petrovice,0
29641,87,Zoologicka zahrada,0
29642,200,Jizni Mesto,0
29643,175,Borislavka,1
29644,541,Spojovaci,0
29645,617,Sidliste Bohnice,0
29646,815,Podhori,0
29647,279,Zelivskeho,1
29648,260,Dejvicka,1
29649,365,Depo Hostivar,1
29650,988,Spojovaci,0
29651,130,Poliklinika Budejovicka,1
29652,190,Florenc,1
29653,880,Kobylisy,0
29654,246,Nove Butovice,1
29655,282,Ceskomoravska,1
29656,526,Vinor,0
29657,157,Cechovo namesti,1
29658,982,Spojovaci,0
29659,299,Koleje Jizni Mesto,0
29660,84,Zoologicka zahrada,0
29661,84,Zoologicka zahrada,0
29662,690,Nadrazi Uhrineves,0
29663,491,Opatov,0
29664,339,Ustredni dilny DP,0
29665,441,Reporyjske namesti,0
29666,289,Ceskomoravska,1
29667,977,Nadrazi Podbaba,1
29668,178,Florenc,1
29669,206,U Waltrovky,0
29670,267,Dejvicka,1
29671,618,Kobylisy,1
29672,926,Palackeho namesti,1
29673,607,Divoka Sarka,0
29674,697,Sidliste Libus,0
29675,1172,Haje,0
29676,931,Vozovna Zizkov,0
29677,618,Kobylisy,1
29678,195,Sidliste Cakovice,1
29679,206,U Waltrovky,0
29680,386,Nemocnice Na Homolce,0
29681,828,Cerny Most,1
29682,52,Suchdol,0
29683,146,Smichovske nadrazi,1
29684,630,Kbelsky pivovar,0
29685,1156,Zlicin,1
29686,53,Dejvicka,1
29687,823,Kobylisy,1
29688,83,Nadrazi Holesovice,1
29689,841,Kazin,0
29690,277,Na Beranku,0
29691,195,Sidliste Cakovice,1
29692,201,Sidliste Cakovice,1
29693,550,Obchodni centrum Ruzyne,0
29694,66,Palmovka,1
29695,864,Lehovec,0
29696,294,Ceskomoravska,0
29697,540,Pankrac,1
29698,408,Vystaviste,0
29699,919,Kotlarka,1
29700,880,Kobylisy,0
29701,291,Ceskomoravska,1
29702,585,Sidliste Pisnice,1
29703,764,Nadrazi Veleslavin,0
29704,456,Karlovo namesti,1
29705,916,Smichovske nadrazi,0
29706,995,Narodni divadlo,1
29707,574,Jesenicka,0
29708,573,Jesenicka,0
29709,201,Sidliste Cakovice,1
29710,894,Spejchar,0
29711,730,Bila Hora,1
29712,285,Ceskomoravska,1
29713,38,Simunkova,1
29714,585,Sidliste Pisnice,1
29715,142,Zeleny pruh,0
29716,983,Sidliste Repy,1
29717,1145,Depo Hostivar,1
29718,1147,Nemocnice Motol,0
29719,387,Na Knizeci,1
29720,37,Sidliste Bohnice,0
29721,466,Chodov,0
29722,274,Sidliste Petriny,1
29723,444,Florenc,1
29724,396,Sidliste Cimice,0
29725,204,Na Knizeci,1
29726,595,Sidliste Malesice,0
29727,465,Chodov,0
29728,249,Poliklinika Mazurska,0
29729,529,Kavci hory,0
29730,761,Nadrazi Veleslavin,0
29731,594,Sidliste Malesice,0
29732,858,Zlicin,1
29733,589,Smichovske nadrazi,0
29734,101,Smichovske nadrazi,0
29735,102,Sidliste Sporilov,1
29736,87,Zoologicka zahrada,0
29737,684,Sidliste Rohoznik,0
29738,833,Lipence,0
29739,682,Nadrazi Klanovice,1
29740,450,Florenc,1
29741,575,Sidliste Letnany,1
29742,365,Depo Hostivar,1
29743,458,Volha,1
29744,340,Sidliste Repy,1
29745,609,Sidliste Barrandov,1
29746,966,Palackeho namesti,1
29747,750,Svepravice,0
29748,155,Smichovske nadrazi,1
29749,649,Depo Hostivar,1
29750,593,Zelivskeho,1
29751,93,Sidliste Pisnice,0
29752,533,Kavci hory,0
29753,38,Simunkova,1
29754,861,Bila Hora,1
29755,158,Vozovna Zizkov,0
29756,95,Chodov,0
29757,446,Haje,0
29758,844,Sidliste Radotin,0
29759,493,Vinor,1
29760,756,Bryksova,1
29761,189,Chodov,0
29762,236,Palmovka,1
29763,235,Cakovice,0
29764,946,Vysocanska,1
29765,446,Haje,0
29766,408,Vystaviste,0
29767,327,Kotlarka,1
29768,428,Depo Hostivar,1
29769,976,Stary Hloubetin,0
29770,698,Kacerov,1
29771,758,Dolnopocernicky hrbitov,1
29772,732,Bila Hora,1
29773,193,Jizni Mesto,0
29774,194,Jizni Mesto,0
29775,1163,Letnany,1
29776,1171,Prazskeho povstani,1
29777,1164,Haje,0
29778,1148,Nemocnice Motol,0
29779,1163,Letnany,1
29780,1144,Nemocnice Motol,0
29781,1156,Zlicin,1
29782,1155,Cerny Most,0
29783,145,Skalka,0
29784,3,Sidliste Dablice,0
29785,731,Vypich,1
29786,258,Dejvicka,1
29787,1164,Haje,0
29788,609,Sidliste Barrandov,1
29789,174,Hradcanska,0
29790,139,Kavalirka,1
29791,210,Ustavy Akademie ved,0
29792,530,Zelivskeho,1
29793,200,Jizni Mesto,0
29794,552,Na Knizeci,1
29795,615,Sidliste Barrandov,1
29796,783,Haje,1
29797,562,Prazskeho povstani,1
29798,566,Prazskeho povstani,1
29799,226,Lehovec,0
29800,157,Cechovo namesti,1
29801,909,Kotlarka,1
29802,49,Kacerov,1
29803,226,Lehovec,0
29804,105,Nadrazi Veleslavin,1
29805,106,Letiste,0
29806,606,Sidliste Barrandov,1
29807,329,Ustredni dilny DP,0
29808,248,Stadion Strahov,0
29809,56,Sidliste Na Dedine,1
29810,50,Nadrazi Branik,0
29811,43,Ladvi,1
29812,242,Bazen Hloubetin,1
29813,345,Ustredni dilny DP,0
29814,71,Sporilov,1
29815,752,Cerny Most,1
29816,822,Namesti Bratri Synku,0
29817,357,Borislavka,1
29818,442,Vypich,1
29819,832,Smichovske nadrazi,1
29820,641,Ohrada,0
29821,857,Vinicky,0
29822,643,Staromestska,1
29823,931,Vozovna Zizkov,0
29824,241,Bazen Hloubetin,1
29825,513,Vozovna Kobylisy,1
