trip_index,route_index,trip_headsign,direction_id
3248,457,Poliklinika Mazurska,1
3249,1001,Spojovaci,0
3250,442,Vypich,1
3251,17,Spojovaci,0
3252,640,Sidliste Petrovice,0
3253,464,Poliklinika Mazurska,1
3254,541,Spojovaci,0
3255,1156,Zlicin,1
3256,1164,Haje,0
3257,547,Smichovske nadrazi,1
3258,13,Sidliste Repy,1
3259,194,Jizni Mesto,0
3260,729,Nadrazi Hostivar,0
3261,156,Bane,0
3262,593,Zelivskeho,1
3263,195,Sidliste Cakovice,1
3264,226,Lehovec,0
3265,201,Sidliste Cakovice,1
3266,682,Nadrazi Klanovice,1
3267,854,Nadrazi Radotin,1
3268,966,Palackeho namesti,1
3269,433,Na Hvezdarne,0
3270,609,Sidliste Barrandov,1
3271,279,Zelivskeho,1
3272,233,Sporilov,1
3273,181,Dvorce,0
3274,480,Obchodni centrum Zlicin,1
3275,456,Karlovo namesti,1
3276,178,Florenc,1
3277,193,Jizni Mesto,0
3278,982,Spojovaci,0
3279,112,Sidliste Barrandov,1
3280,227,Sporilov,1
3281,227,Sporilov,1
3282,180,Podolska vodarna,1
3283,1000,Sidliste Repy,1
3284,409,Sidliste Modrany,1
3285,539,Spojovaci,0
3286,405,Sidliste Modrany,1
3287,541,Spojovaci,0
3288,595,Sidliste Malesice,0
3289,183,Podolska vodarna,1
3290,594,Sidliste Malesice,0
3291,536,Sidliste Lhotka,0
3292,995,Narodni divadlo,1
3293,145,Skalka,0
3294,17,Spojovaci,0
3295,931,Vozovna Zizkov,0
3296,206,U Waltrovky,0
3297,130,Poliklinika Budejovicka,1
3298,339,Ustredni dilny DP,0
3299,994,Spojovaci,0
3300,989,Sidliste Repy,1
3301,626,Nadrazi Holesovice,1
3302,549,Letiste,0
3303,316,Kacerov,1
3304,994,Spojovaci,0
3305,983,Sidliste Repy,1
3306,369,Sidliste Repy,1
3307,628,Cerny Most,0
3308,713,Nadrazi Hostivar,0
3309,994,Spojovaci,0
3310,1155,Cerny Most,0
3311,520,Velka Ohrada,1
3312,428,Depo Hostivar,1
3313,687,Zelivskeho,1
3314,331,Sidliste Repy,1
3315,211,Sidliste Skalka,1
3316,690,Nadrazi Uhrineves,0
3317,620,Nadrazi Holesovice,1
3318,50,Nadrazi Branik,0
3319,426,Ve Zlibku,0
3320,237,Palmovka,1
3321,205,Na Knizeci,1
3322,436,Depo Hostivar,0
3323,340,Sidliste Repy,1
3324,752,Cerny Most,1
3325,209,Skalka,1
3326,29,Letiste,0
3327,758,Dolnopocernicky hrbitov,1
3328,513,Vozovna Kobylisy,1
3329,630,Kbelsky pivovar,0
3330,190,Florenc,1
3331,730,Bila Hora,1
3332,783,Haje,1
3333,756,Bryksova,1
3334,239,Ve Zlibku,0
3335,242,Bazen Hloubetin,1
3336,455,Stadion Strahov,0
3337,241,Bazen Hloubetin,1
3338,240,Ve Zlibku,0
3339,52,Suchdol,0
3340,359,Dolni Chabry,0
3341,537,Kacerov,1
3342,678,Kubanske namesti,0
3343,179,Sidliste Malesice,0
3344,42,Dablice,0
3345,618,Kobylisy,1
3346,250,Kobylisy,1
3347,617,Sidliste Bohnice,0
3348,530,Zelivskeho,1
3349,13,Sidliste Repy,1
3350,143,Zelivskeho,1
3351,925,Vozovna Zizkov,0
3352,809,Na Knizeci,0
3353,229,Lehovec,0
3354,89,Kacerov,1
3355,28,Zlicin,1
3356,641,Ohrada,0
3357,805,Stara Holyne,1
3358,95,Chodov,0
3359,910,Sidliste Repy,1
3360,204,Na Knizeci,1
3361,200,Jizni Mesto,0
3362,588,Smichovske nadrazi,0
3363,408,Vystaviste,0
3364,758,Dolnopocernicky hrbitov,1
3365,75,Treboradice,1
3366,803,Depo Hostivar,1
3367,251,Sidliste Cimice,0
3368,1156,Zlicin,1
3369,1155,Cerny Most,0
3370,1163,Letnany,1
3371,67,Palmovka,1
3372,446,Haje,0
3373,66,Palmovka,1
3374,919,Kotlarka,1
3375,266,Mototechna,0
3376,24,Sidliste Repy,1
3377,125,Na Knizeci,1
3378,932,Holyne,1
3379,412,Sidliste Modrany,1
3380,261,Bavorska,0
3381,15,Sidliste Repy,1
3382,527,Cerny Most,1
3383,553,Na Knizeci,1
3384,868,Lehovec,0
3385,221,Zelivskeho,1
3386,277,Na Beranku,0
3387,13,Sidliste Repy,1
3388,201,Sidliste Cakovice,1
3389,606,Sidliste Barrandov,1
3390,226,Lehovec,0
3391,245,Velka Ohrada,0
3392,49,Kacerov,1
3393,439,Trebonice,0
3394,1001,Spojovaci,0
3395,39,Kobylisy,1
3396,868,Lehovec,0
3397,704,Nadrazi Hostivar,0
3398,71,Sporilov,1
3399,734,Vypich,1
3400,446,Haje,0
3401,273,Olsanske hrbitovy,0
3402,641,Ohrada,0
3403,195,Sidliste Cakovice,1
3404,704,Nadrazi Hostivar,0
3405,720,Nadrazi Hostivar,0
3406,121,Na Knizeci,1
3407,1170,Letnany,1
3408,1150,Depo Hostivar,1
3409,1145,Depo Hostivar,1
3410,530,Zelivskeho,1
3411,345,Ustredni dilny DP,0
3412,249,Poliklinika Mazurska,0
3413,582,Kloboucnicka,1
3414,926,Palackeho namesti,1
3415,155,Smichovske nadrazi,1
3416,151,Skalka,0
3417,146,Smichovske nadrazi,1
3418,708,Vypich,1
3419,575,Sidliste Letnany,1
3420,609,Sidliste Barrandov,1
3421,364,Sidliste Rohoznik,0
3422,615,Sidliste Barrandov,1
3423,189,Chodov,0
3424,7,Sidliste Dablice,0
3425,45,Brezineves,0
3426,446,Haje,0
3427,930,Holyne,1
3428,861,Bila Hora,1
3429,713,Nadrazi Hostivar,0
3430,521,Vypich,0
3431,143,Zelivskeho,1
3432,613,Sidliste Barrandov,1
3433,446,Haje,0
3434,258,Dejvicka,1
3435,330,Ustredni dilny DP,0
3436,988,Spojovaci,0
3437,12,Sidliste Repy,1
3438,959,Nove Strasnice,0
3439,132,Nadrazi Branik,0
3440,838,Zbraslavske namesti,1
3441,294,Ceskomoravska,0
3442,548,Na Beranku,0
3443,1166,Muzeum,0
3444,1147,Nemocnice Motol,0
3445,1167,Letnany,1
3446,565,Nadrazi Vrsovice,1
3447,386,Nemocnice Na Homolce,0
3448,102,Sidliste Sporilov,1
3449,698,Kacerov,1
3450,875,Nadrazi Hostivar,0
3451,915,Holyne,1
3452,12,Sidliste Repy,1
3453,43,Ladvi,1
3454,466,Chodov,0
3455,106,Letiste,0
3456,561,Seberak,0
3457,588,Smichovske nadrazi,0
3458,473,Vozovna Pankrac,0
3459,803,Depo Hostivar,1
3460,101,Smichovske nadrazi,0
3461,685,Nadrazi Klanovice-sever,1
3462,483,Dejvicka,0
3463,397,Kobylisy,1
3464,397,Kobylisy,1
3465,875,Nadrazi Hostivar,0
3466,465,Chodov,0
3467,369,Sidliste Repy,1
3468,489,Cerny Most,1
3469,105,Nadrazi Veleslavin,1
3470,573,Jesenicka,0
3471,574,Jesenicka,0
3472,618,Kobylisy,1
3473,30,Viktoria Zizkov,0
3474,56,Sidliste Na Dedine,1
3475,529,Kavci hory,0
3476,680,Nadrazi Klanovice,1
3477,339,Ustredni dilny DP,0
3478,730,Bila Hora,1
3479,440,Vypich,1
3480,302,Strasnicka,1
3481,92,Kacerov,1
3482,894,Spejchar,0
3483,64,VU Bechovice,0
3484,533,Kavci hory,0
3485,296,U Zvonu,0
3486,511,Haje,0
3487,512,Haje,0
3488,283,Novoborska,0
3489,932,Holyne,1
3490,109,Vystaviste,0
3491,142,Zeleny pruh,0
3492,931,Vozovna Zizkov,0
3493,79,Skalka,1
3494,822,Namesti Bratri Synku,0
3495,273,Olsanske hrbitovy,0
3496,178,Florenc,1
3497,190,Florenc,1
3498,945,Kubanske namesti,0
3499,638,Poliklinika Budejovicka,1
3500,288,Novoborska,0
3501,945,Kubanske namesti,0
3502,180,Podolska vodarna,1
3503,832,Smichovske nadrazi,1
3504,844,Sidliste Radotin,0
3505,593,Zelivskeho,1
3506,183,Podolska vodarna,1
3507,1164,Haje,0
3508,1156,Zlicin,1
3509,1163,Letnany,1
3510,1155,Cerny Most,0
3511,1144,Nemocnice Motol,0
3512,844,Sidliste Radotin,0
3513,127,Na Knizeci,1
3514,764,Nadrazi Veleslavin,0
3515,175,Borislavka,1
3516,46,Smichovske nadrazi,0
3517,988,Spojovaci,0
3518,579,Kacerov,1
3519,833,Lipence,0
3520,668,Kubanske namesti,0
3521,763,Velka Ohrada,1
3522,290,Poliklinika Prosek,0
3523,852,Sidliste Zbraslav,0
3524,284,Poliklinika Prosek,0
3525,873,Divoka Sarka,1
3526,580,Smichovske nadrazi,0
3527,426,Ve Zlibku,0
3528,123,Na Knizeci,1
3529,643,Staromestska,1
3530,806,Filmove ateliery Barrandov,0
3531,589,Smichovske nadrazi,0
3532,982,Spojovaci,0
3533,872,Cerny Most,1
3534,387,Na Knizeci,1
3535,983,Sidliste Repy,1
3536,873,Divoka Sarka,1
3537,420,Jizni Mesto,1
3538,787,Nedvezi,0
3539,252,Kobylisy,1
3540,6,Sidliste Petriny,1
3541,315,Nasirovo namesti,0
3542,108,Sidliste Barrandov,1
3543,210,Ustavy Akademie ved,0
3544,750,Svepravice,0
3545,746,Klanovice,0
3546,52,Suchdol,0
3547,84,Zoologicka zahrada,0
3548,971,Ustredni dilny DP,0
3549,105,Nadrazi Veleslavin,1
3550,102,Sidliste Sporilov,1
3551,970,Sidliste Barrandov,1
3552,464,Poliklinika Mazurska,1
3553,743,Nadrazi Klanovice-sever,1
3554,87,Zoologicka zahrada,0
3555,989,Sidliste Repy,1
3556,231,Lehovec,0
3557,522,Kbelsky hrbitov,0
3558,236,Palmovka,1
3559,491,Opatov,0
3560,236,Palmovka,1
3561,965,Nove Strasnice,0
3562,41,Sidliste Bohnice,0
3563,146,Smichovske nadrazi,1
3564,106,Letiste,0
3565,613,Sidliste Barrandov,1
3566,138,Smukyrka,0
3567,1164,Haje,0
3568,1163,Letnany,1
3569,1171,Prazskeho povstani,1
3570,1144,Nemocnice Motol,0
3571,791,Nadrazi Uhrineves,1
3572,495,Opatov,0
3573,494,Opatov,0
3574,13,Sidliste Repy,1
3575,828,Cerny Most,1
3576,123,Na Knizeci,1
3577,871,Sidliste Rohoznik,0
3578,374,Haje,0
3579,206,U Waltrovky,0
3580,489,Cerny Most,1
3581,633,Poliklinika Mazurska,1
3582,617,Sidliste Bohnice,0
3583,20,Sidliste Repy,1
3584,354,Nebusice,0
3585,98,Nove Komorany,0
3586,635,Haje,0
3587,204,Na Knizeci,1
3588,741,Cerny Most,0
3589,386,Nemocnice Na Homolce,0
3590,259,I. P. Pavlova,0
3591,124,Pod Lochkovem,0
3592,17,Spojovaci,0
3593,479,Dejvicka,0
3594,405,Sidliste Modrany,1
3595,253,Zelivskeho,1
3596,194,Jizni Mesto,0
3597,420,Jizni Mesto,1
3598,233,Sporilov,1
3599,235,Cakovice,0
3600,419,Prazska ctvrt,0
3601,193,Jizni Mesto,0
3602,156,Bane,0
3603,858,Zlicin,1
3604,93,Sidliste Pisnice,0
3605,761,Nadrazi Veleslavin,0
3606,878,Nadrazi Branik,1
3607,762,Velka Ohrada,1
3608,895,Andel,1
3609,412,Sidliste Modrany,1
3610,28,Zlicin,1
3611,53,Dejvicka,1
3612,786,Haje,1
3613,648,Bezdekovska,0
3614,251,Sidliste Cimice,0
3615,960,Radlicka,1
3616,731,Vypich,1
3617,406,Vozovna Kobylisy,0
3618,697,Sidliste Libus,0
3619,227,Sporilov,1
3620,179,Sidliste Malesice,0
3621,373,Sidliste Zbraslav,1
3622,581,Smichovske nadrazi,0
3623,643,Staromestska,1
3624,299,Koleje Jizni Mesto,0
3625,24,Sidliste Repy,1
3626,277,Na Beranku,0
3627,547,Smichovske nadrazi,1
3628,1156,Zlicin,1
3629,1163,Letnany,1
3630,537,Kacerov,1
3631,610,Divoka Sarka,0
3632,357,Borislavka,1
3633,12,Sidliste Repy,1
3634,70,Olsanske hrbitovy,0
3635,91,Tocna,0
3636,530,Zelivskeho,1
3637,618,Kobylisy,1
3638,137,Smukyrka,0
3639,128,Pod Lochkovem,0
3640,195,Sidliste Cakovice,1
3641,200,Jizni Mesto,0
3642,737,Zahradni Mesto,0
3643,669,Sidliste Modrany,1
3644,201,Sidliste Cakovice,1
3645,943,Vysocanska,1
3646,173,Chaplinovo namesti,0
3647,140,Na Knizeci,1
3648,536,Sidliste Lhotka,0
3649,387,Na Knizeci,1
3650,279,Zelivskeho,1
3651,464,Poliklinika Mazurska,1
3652,37,Sidliste Bohnice,0
3653,874,Nadrazi Hostivar,0
3654,471,Nadrazi Podbaba,1
3655,585,Sidliste Pisnice,1
3656,181,Dvorce,0
3657,803,Depo Hostivar,1
3658,565,Nadrazi Vrsovice,1
3659,68,Sporilov,1
3660,35,Zentiva,1
3661,78,Kolodeje,0
3662,698,Kacerov,1
3663,902,Sidliste Barrandov,0
3664,96,Dejvicka,1
3665,755,Obchodni centrum Cerny Most,0
3666,246,Nove Butovice,1
3667,21,Spojovaci,0
3668,209,Skalka,1
3669,139,Kavalirka,1
3670,793,Poliklinika Malesice,1
3671,279,Zelivskeho,1
3672,1170,Letnany,1
3673,1145,Depo Hostivar,1
3674,1155,Cerny Most,0
3675,710,Zahradni Mesto,0
3676,145,Skalka,0
3677,663,Sidliste Modrany,1
3678,146,Smichovske nadrazi,1
3679,317,Sidliste Letnany,0
3680,554,Dlouha mile,0
3681,428,Depo Hostivar,1
3682,480,Obchodni centrum Zlicin,1
3683,480,Obchodni centrum Zlicin,1
3684,74,Obchodni centrum Cakovice,1
3685,480,Obchodni centrum Zlicin,1
3686,752,Cerny Most,1
3687,71,Sporilov,1
3688,801,Kralovice,0
3689,398,Sidliste Modrany,1
3690,25,Spojovaci,0
3691,33,Viktoria Zizkov,0
3692,754,Sidliste Horni Pocernice,0
3693,551,Na Knizeci,1
3694,175,Borislavka,1
3695,250,Kobylisy,1
3696,260,Dejvicka,1
3697,999,Spojovaci,0
3698,294,Ceskomoravska,0
3699,945,Kubanske namesti,0
3700,316,Kacerov,1
3701,882,Kobylisy,0
3702,309,Zelivskeho,1
3703,267,Dejvicka,1
3704,50,Nadrazi Branik,0
3705,257,Vyhledy,0
3706,176,Hradcanska,0
3707,1164,Haje,0
3708,1156,Zlicin,1
3709,1172,Haje,0
3710,1156,Zlicin,1
3711,647,Depo Hostivar,1
3712,479,Dejvicka,0
3713,221,Zelivskeho,1
3714,219,Komorany,0
3715,879,Sidliste Modrany,1
3716,976,Stary Hloubetin,0
3717,96,Dejvicka,1
3718,920,Sidliste Barrandov,0
3719,412,Sidliste Modrany,1
3720,115,Vystaviste,0
3721,68,Sporilov,1
3722,249,Poliklinika Mazurska,0
3723,250,Kobylisy,1
3724,183,Podolska vodarna,1
3725,806,Filmove ateliery Barrandov,0
3726,44,Ladvi,1
3727,548,Na Beranku,0
3728,690,Nadrazi Uhrineves,0
3729,553,Na Knizeci,1
3730,257,Vyhledy,0
3731,450,Florenc,1
3732,50,Nadrazi Branik,0
3733,178,Florenc,1
3734,446,Haje,0
3735,444,Florenc,1
3736,446,Haje,0
3737,437,Luka,0
3738,802,Sidliste Uhrineves,0
3739,451,Haje,0
3740,977,Nadrazi Podbaba,1
3741,180,Podolska vodarna,1
3742,607,Divoka Sarka,0
3743,38,Simunkova,1
3744,617,Sidliste Bohnice,0
3745,366,Poliklinika Petriny,0
3746,190,Florenc,1
3747,970,Sidliste Barrandov,1
3748,524,Nadrazi Satalice,0
3749,843,Smichovske nadrazi,1
3750,575,Sidliste Letnany,1
3751,956,Radlicka,1
3752,946,Vysocanska,1
3753,114,Narodni divadlo,1
3754,212,Ustavy Akademie ved,0
3755,294,Ceskomoravska,0
3756,618,Kobylisy,1
3757,32,Skalka,1
3758,831,Haje,0
3759,1163,Letnany,1
3760,582,Kloboucnicka,1
3761,292,Sidliste Cimice,1
3762,450,Florenc,1
3763,521,Vypich,0
3764,894,Spejchar,0
3765,293,Sidliste Cimice,1
3766,189,Chodov,0
3767,718,Bila Hora,1
3768,646,Bezdekovska,0
3769,6,Sidliste Petriny,1
3770,617,Sidliste Bohnice,0
3771,444,Florenc,1
3772,983,Sidliste Repy,1
3773,94,Kacerov,1
3774,718,Bila Hora,1
3775,25,Spojovaci,0
3776,573,Jesenicka,0
3777,690,Nadrazi Uhrineves,0
3778,574,Jesenicka,0
3779,931,Vozovna Zizkov,0
3780,551,Na Knizeci,1
3781,982,Spojovaci,0
3782,995,Narodni divadlo,1
3783,533,Kavci hory,0
3784,995,Narodni divadlo,1
3785,529,Kavci hory,0
3786,220,Komorany,0
3787,3,Sidliste Dablice,0
3788,895,Andel,1
3789,456,Karlovo namesti,1
3790,548,Na Beranku,0
3791,463,Chodov,0
3792,274,Sidliste Petriny,1
3793,136,Opatov,1
3794,13,Sidliste Repy,1
3795,17,Spojovaci,0
3796,466,Chodov,0
3797,698,Kacerov,1
3798,465,Chodov,0
3799,462,Chodov,0
3800,493,Vinor,1
3801,618,Kobylisy,1
3802,233,Sporilov,1
3803,995,Narodni divadlo,1
3804,274,Sidliste Petriny,1
3805,49,Kacerov,1
3806,227,Sporilov,1
3807,561,Seberak,0
3808,976,Stary Hloubetin,0
3809,106,Letiste,0
3810,730,Bila Hora,1
3811,772,Velka Ohrada,1
3812,533,Kavci hory,0
3813,3,Sidliste Dablice,0
3814,625,Cerny Most,0
3815,471,Nadrazi Podbaba,1
3816,540,Pankrac,1
3817,976,Stary Hloubetin,0
3818,154,Hlubocepy,0
3819,1155,Cerny Most,0
3820,438,Vypich,1
3821,455,Stadion Strahov,0
3822,204,Na Knizeci,1
3823,105,Nadrazi Veleslavin,1
3824,151,Skalka,0
3825,994,Spojovaci,0
3826,464,Poliklinika Mazurska,1
3827,529,Kavci hory,0
3828,712,Bila Hora,1
3829,988,Spojovaci,0
3830,536,Sidliste Lhotka,0
3831,614,Sidliste Barrandov,1
3832,521,Vypich,0
3833,910,Sidliste Repy,1
3834,916,Smichovske nadrazi,0
3835,101,Smichovske nadrazi,0
3836,102,Sidliste Sporilov,1
3837,43,Ladvi,1
3838,53,Dejvicka,1
3839,679,Blatov sever,0
3840,13,Sidliste Repy,1
3841,872,Cerny Most,1
3842,13,Sidliste Repy,1
3843,831,Haje,0
3844,95,Chodov,0
3845,825,Kobylisy,1
3846,861,Bila Hora,1
3847,252,Kobylisy,1
3848,253,Zelivskeho,1
3849,396,Sidliste Cimice,0
3850,95,Chodov,0
3851,980,Stary Hloubetin,0
3852,689,Zelivskeho,1
3853,359,Dolni Chabry,0
3854,408,Vystaviste,0
3855,81,Skalka,1
3856,589,Smichovske nadrazi,0
3857,864,Lehovec,0
3858,266,Mototechna,0
3859,311,Poliklinika Malesice,0
3860,261,Bavorska,0
3861,571,Malostranske namesti,0
3862,865,Bila Hora,1
3863,1155,Cerny Most,0
3864,1163,Letnany,1
3865,226,Lehovec,0
3866,376,Haje,0
3867,289,Ceskomoravska,1
3868,606,Sidliste Barrandov,1
3869,226,Lehovec,0
3870,907,Sidliste Barrandov,0
3871,628,Cerny Most,0
3872,613,Sidliste Barrandov,1
3873,455,Stadion Strahov,0
3874,386,Nemocnice Na Homolce,0
3875,70,Olsanske hrbitovy,0
3876,609,Sidliste Barrandov,1
3877,686,Nepasicke namesti,0
3878,381,Domov senioru Dablice,0
3879,866,Bila Hora,1
3880,866,Bila Hora,1
3881,363,Depo Hostivar,1
3882,219,Komorany,0
3883,409,Sidliste Modrany,1
3884,561,Seberak,0
3885,89,Kacerov,1
3886,420,Jizni Mesto,1
3887,321,Letnany,1
3888,130,Poliklinika Budejovicka,1
3889,964,Palackeho namesti,1
3890,193,Jizni Mesto,0
3891,765,Velka Ohrada,1
3892,194,Jizni Mesto,0
3893,52,Suchdol,0
3894,334,Sidliste Repy,1
3895,282,Ceskomoravska,1
3896,342,Sidliste Repy,1
3897,83,Nadrazi Holesovice,1
3898,438,Vypich,1
3899,547,Smichovske nadrazi,1
3900,537,Kacerov,1
3901,764,Nadrazi Veleslavin,0
3902,206,U Waltrovky,0
3903,143,Zelivskeho,1
3904,626,Nadrazi Holesovice,1
3905,1175,Kacerov,0
3906,1150,Depo Hostivar,1
3907,1156,Zlicin,1
3908,1145,Depo Hostivar,1
3909,1150,Depo Hostivar,1
3910,330,Ustredni dilny DP,0
3911,174,Hradcanska,0
3912,322,Letnany,1
3913,17,Spojovaci,0
3914,315,Nasirovo namesti,0
3915,340,Sidliste Repy,1
3916,541,Spojovaci,0
3917,79,Skalka,1
3918,45,Brezineves,0
3919,620,Nadrazi Holesovice,1
3920,618,Kobylisy,1
3921,530,Zelivskeho,1
3922,751,Cerny Most,1
3923,91,Tocna,0
3924,308,Nemocnice Vinohrady,1
3925,209,Skalka,1
3926,520,Velka Ohrada,1
3927,200,Jizni Mesto,0
3928,926,Palackeho namesti,1
3929,174,Hradcanska,0
3930,513,Vozovna Kobylisy,1
3931,750,Svepravice,0
3932,697,Sidliste Libus,0
3933,346,Sidliste Repy,1
3934,810,Na Knizeci,0
3935,419,Prazska ctvrt,0
3936,588,Smichovske nadrazi,0
3937,116,Narodni divadlo,1
3938,16,Spojovaci,0
3939,239,Ve Zlibku,0
3940,237,Palmovka,1
3941,184,Dvorce,0
3942,258,Dejvicka,1
3943,687,Zelivskeho,1
3944,181,Dvorce,0
3945,130,Poliklinika Budejovicka,1
3946,771,Velka Ohrada,1
3947,766,Nove Vokovice,0
3948,119,Narodni divadlo,1
3949,874,Nadrazi Hostivar,0
3950,763,Velka Ohrada,1
3951,119,Narodni divadlo,1
3952,761,Nadrazi Veleslavin,0
3953,261,Bavorska,0
3954,240,Ve Zlibku,0
3955,258,Dejvicka,1
3956,181,Dvorce,0
3957,809,Na Knizeci,0
3958,419,Prazska ctvrt,0
3959,425,Prazska ctvrt,0
3960,116,Narodni divadlo,1
3961,387,Na Knizeci,1
3962,787,Nedvezi,0
3963,146,Smichovske nadrazi,1
3964,426,Ve Zlibku,0
3965,266,Mototechna,0
3966,1166,Muzeum,0
3967,1147,Nemocnice Motol,0
3968,1167,Letnany,1
3969,200,Jizni Mesto,0
3970,154,Hlubocepy,0
3971,339,Ustredni dilny DP,0
3972,83,Nadrazi Holesovice,1
3973,575,Sidliste Letnany,1
3974,201,Sidliste Cakovice,1
3975,760,Velka Ohrada,1
3976,106,Letiste,0
3977,115,Vystaviste,0
3978,297,Nad Konvarkou,1
3979,945,Kubanske namesti,0
3980,115,Vystaviste,0
3981,406,Vozovna Kobylisy,0
3982,242,Bazen Hloubetin,1
3983,617,Sidliste Bohnice,0
3984,241,Bazen Hloubetin,1
3985,250,Kobylisy,1
3986,439,Trebonice,0
3987,251,Sidliste Cimice,0
3988,562,Prazskeho povstani,1
3989,593,Zelivskeho,1
3990,915,Holyne,1
3991,64,VU Bechovice,0
3992,864,Lehovec,0
3993,269,Dejvicka,1
3994,252,Kobylisy,1
3995,925,Vozovna Zizkov,0
3996,368,Poliklinika Petriny,0
3997,46,Smichovske nadrazi,0
3998,610,Divoka Sarka,0
3999,822,Namesti Bratri Synku,0
4000,195,Sidliste Cakovice,1
4001,105,Nadrazi Veleslavin,1
4002,65,Dolni Pocernice,0
4003,762,Velka Ohrada,1
4004,759,Nove Vokovice,0
4005,109,Vystaviste,0
4006,279,Zelivskeho,1
4007,210,Ustavy Akademie ved,0
4008,360,Kobylisy,1
4009,389,Bila Hora,0
4010,587,Haje,1
4011,857,Vinicky,0
4012,67,Palmovka,1
4013,66,Palmovka,1
4014,864,Lehovec,0
4015,1155,Cerny Most,0
4016,1163,Letnany,1
4017,1164,Haje,0
4018,1144,Nemocnice Motol,0
4019,1144,Nemocnice Motol,0
4020,574,Jesenicka,0
4021,31,Zentiva,1
4022,655,Nadrazi Uhrineves,0
4023,549,Letiste,0
4024,74,Obchodni centrum Cakovice,1
4025,140,Na Knizeci,1
4026,668,Kubanske namesti,0
4027,575,Sidliste Letnany,1
4028,698,Kacerov,1
4029,587,Haje,1
4030,549,Letiste,0
4031,53,Dejvicka,1
4032,547,Smichovske nadrazi,1
4033,78,Kolodeje,0
4034,554,Dlouha mile,0
4035,132,Nadrazi Branik,0
4036,971,Ustredni dilny DP,0
4037,439,Trebonice,0
4038,983,Sidliste Repy,1
4039,873,Divoka Sarka,1
4040,782,Lipany,0
4041,238,Miskovice,0
4042,6,Sidliste Petriny,1
4043,85,Podhori,0
4044,982,Spojovaci,0
4045,450,Florenc,1
4046,873,Divoka Sarka,1
4047,753,Sidliste Horni Pocernice,0
4048,752,Cerny Most,1
4049,238,Miskovice,0
4050,52,Suchdol,0
4051,145,Skalka,0
4052,67,Palmovka,1
4053,246,Nove Butovice,1
4054,833,Lipence,0
4055,39,Kobylisy,1
4056,278,Na Beranku,0
4057,965,Nove Strasnice,0
4058,206,U Waltrovky,0
4059,316,Kacerov,1
4060,204,Na Knizeci,1
4061,989,Sidliste Repy,1
4062,292,Sidliste Cimice,1
4063,444,Florenc,1
4064,474,Nadrazi Podbaba,1
4065,442,Vypich,1
4066,294,Ceskomoravska,0
4067,86,Podhori,0
4068,13,Sidliste Repy,1
4069,137,Smukyrka,0
4070,37,Sidliste Bohnice,0
4071,1164,Haje,0
4072,1163,Letnany,1
4073,1171,Prazskeho povstani,1
4074,106,Letiste,0
4075,639,Stavebni zona Horni Pocernice,1
4076,245,Velka Ohrada,0
4077,242,Bazen Hloubetin,1
4078,406,Vozovna Kobylisy,0
4079,781,Haje,1
4080,405,Sidliste Modrany,1
4081,50,Nadrazi Branik,0
4082,241,Bazen Hloubetin,1
4083,375,Haje,0
4084,390,Nove Butovice,1
4085,183,Podolska vodarna,1
4086,249,Poliklinika Mazurska,0
4087,180,Podolska vodarna,1
4088,386,Nemocnice Na Homolce,0
4089,73,Dolni Pocernice,0
4090,373,Sidliste Zbraslav,1
4091,86,Podhori,0
4092,871,Sidliste Rohoznik,0
4093,832,Smichovske nadrazi,1
4094,288,Novoborska,0
4095,573,Jesenicka,0
4096,574,Jesenicka,0
4097,283,Novoborska,0
4098,643,Staromestska,1
4099,436,Depo Hostivar,0
4100,618,Kobylisy,1
4101,221,Zelivskeho,1
4102,481,Zlicin,1
4103,142,Zeleny pruh,0
4104,489,Cerny Most,1
4105,946,Vysocanska,1
4106,189,Chodov,0
4107,744,Klanovice,0
4108,741,Cerny Most,0
4109,553,Na Knizeci,1
4110,483,Dejvicka,0
4111,473,Vozovna Pankrac,0
4112,632,Cakovice,0
4113,754,Sidliste Horni Pocernice,0
4114,85,Podhori,0
4115,465,Chodov,0
4116,930,Holyne,1
4117,466,Chodov,0
4118,902,Sidliste Barrandov,0
4119,443,Luka,0
4120,968,Sidliste Barrandov,1
4121,132,Nadrazi Branik,0
4122,29,Letiste,0
4123,190,Florenc,1
4124,895,Andel,1
4125,169,Vozovna Zizkov,0
4126,729,Nadrazi Hostivar,0
4127,456,Karlovo namesti,1
4128,512,Haje,0
4129,145,Skalka,0
4130,511,Haje,0
4131,540,Pankrac,1
4132,1156,Zlicin,1
4133,1156,Zlicin,1
4134,1163,Letnany,1
4135,850,Zlicin,1
4136,582,Kloboucnicka,1
4137,625,Cerny Most,0
4138,273,Olsanske hrbitovy,0
4139,189,Chodov,0
4140,596,Nadrazi Branik,1
4141,589,Smichovske nadrazi,0
4142,641,Ohrada,0
4143,610,Divoka Sarka,0
4144,977,Nadrazi Podbaba,1
4145,105,Nadrazi Veleslavin,1
4146,880,Kobylisy,0
4147,901,Sidliste Barrandov,1
4148,178,Florenc,1
4149,221,Zelivskeho,1
4150,873,Divoka Sarka,1
4151,932,Holyne,1
4152,49,Kacerov,1
4153,252,Kobylisy,1
4154,625,Cerny Most,0
4155,49,Kacerov,1
4156,874,Nadrazi Hostivar,0
4157,20,Sidliste Repy,1
4158,533,Kavci hory,0
4159,669,Sidliste Modrany,1
