stop_index,stop_name
1393,Paloucek
1394,Paloucek
1395,Pohorelec
1396,Pohorelec
1397,Vystaviste
1398,Vystaviste
1399,Vystaviste
1400,Vystaviste
1401,Pavlikova
1402,Pavlikova
1403,Pavovske namesti
1404,Pavovske namesti
1405,Pelc Tyrolka
1406,Pelunek
1407,Pelunek
1408,Perlit
1409,Perlit
1410,Narodni trida
1411,Narodni trida
1412,Narodni trida
1413,Narodni trida
1414,Perunova
1415,Perunova
1416,Perunova
1417,Sidliste Petriny
1418,Sidliste Petriny
1419,Sidliste Petriny
1420,Sidliste Petriny
1421,Sidliste Petriny
1422,Picassova
1423,Picassova
1424,Pisecna
1425,Pisecna
1426,Cimicky haj
1427,Cimicky haj
1428,Pisnice
1429,Pisnice
1430,Pisnice
1431,Ke Brezine
1432,Ke Brezine
1433,Plananska
1434,Plananska
1435,Poliklinika Malesice
1436,Poliklinika Malesice
1437,Plynarna Michle
1438,Plynarna Michle
1439,Radiova
1440,Radiova
1441,Plzenka
1442,Plzenka
1443,Dlouha mile
1444,Dlouha mile
1445,Poceradska
1446,Poceradska
1447,Pod Hajem
1448,Pod Hajem
1449,Botanicka zahrada Troja
1450,Botanicka zahrada Troja
1451,Botanicka zahrada Troja
1452,Ruzynsky hrbitov
1453,Ruzynsky hrbitov
1454,Pod Jezerkou
1455,Pod Jezerkou
1456,Pod Karlovem
1457,Pod Karlovem
1458,Pod Kesnerkou
1459,Pod Konvarkou
1460,Pod Konvarkou
1461,Pod Kralovkou
1462,Pod Kralovkou
1463,Pod Kyjovem
1464,Pod Kyjovem
1465,Pod Lipkami
1466,Pod Mezi
1467,Pod Mezi
1468,Hotel Golf
1469,Hotel Golf
1470,Pod Oborou
1471,Pod Oborou
1472,Pod Pekarkou
1473,Pod Pekarkou
1474,Pod Rapidem
1475,Pod Rapidem
1476,Pod Rysankou
1477,Pod Rysankou
1478,Pod Safrankou
1479,Pod Safrankou
1480,Pod Smukyrkou
1481,Pod Smukyrkou
1482,Pod Taborem
1483,Pod Taborem
1484,Pod Trebesinem
1485,Pod Trebesinem
1486,Pod Vinici
1487,Pod Vinici
1488,Pod Vyhlidkou
1489,Pod Vyhlidkou
1490,Pod Zatackou
1491,Pod Zatackou
1492,Podbelohorska
1493,Podbelohorska
1494,Podbelohorska
1495,Podbelohorska
1496,Postovka
1497,Postovka
1498,Podhajska pole
1499,Podhajska pole
1500,Podhori
1501,Podhori
1502,Podolska vodarna
1503,Podolska vodarna
1504,Podolska vodarna
1505,Podolska vodarna
1506,Dubecska
1507,Dubecska
1508,Polygraficka
1509,Polygraficka
1510,Olsanska
1511,Olsanska
1512,Ohradske namesti
1513,Povltavska
1514,Kavci hory
1515,Kavci hory
1516,Kavci hory
1517,Kavci hory
1518,Prasna
1519,Pod Krocinkou
1520,Pod Krocinkou
1521,Prasny most
1522,Prasny most
1523,Pravnicka fakulta
1524,Pravnicka fakulta
1525,Prazska trznice
1526,Prazska trznice
1527,Obchodni centrum Hostivar
1528,Obchodni centrum Hostivar
1529,Obchodni centrum Hostivar
1530,Obchodni centrum Hostivar
1531,Prazskeho povstani
1532,Prazskeho povstani
1533,Prazskeho povstani
1534,Prazskeho povstani
1535,Prazskeho povstani
1536,Prazskeho povstani
1537,Prazskeho povstani
1538,Prazskeho povstani
1539,Prazskeho povstani
1540,Prazskeho povstani
1541,Prazsky hrad
1542,Prazsky hrad
1543,Na Hroude
1544,Na Hroude
1545,Prestinska
1546,Prestinska
1547,Prestinska
1548,Prestinska
1549,Roztyly
1550,Roztyly
1551,Roztyly
1552,Roztyly
1553,Nove Butovice
1554,Nove Butovice
1555,Nove Butovice
1556,Nove Butovice
1557,Nove Butovice
1558,Nove Butovice
1559,Nove Butovice
1560,Prosek
1561,Prosek
1562,Prosek
1563,Prosek
1564,Prosek
1565,Prosek
1566,Prosek
1567,Prosek
1568,Hnevkovskeho
1569,Hnevkovskeho
1570,Prubezna
1571,Prubezna
1572,Prubezna
1573,Prubezna
1574,Letnanska
1575,Letnanska
1576,Letnanska
1577,Zamky
1578,Zamky
1579,Prvomajova
1580,Prvomajova
1581,Predni Kopanina
1582,Predni Kopanina
1583,Predni Kopanina
1584,Predni Kopanina
1585,Obora Hvezda
1586,Obora Hvezda
1587,Obora Hvezda
1588,Obora Hvezda
1589,Kunraticka skola
1590,Kunraticka skola
1591,Sidliste Repy
1592,Sidliste Repy
1593,Sidliste Repy
1594,Sidliste Repy
1595,Sidliste Repy
1596,Sidliste Repy
1597,Sidliste Repy
1598,Prirodni
1599,Prirodni
1600,Pristaviste
1601,Pristaviste
1602,Pristaviste
1603,Pristaviste
1604,Privorska
1605,Privorska
1606,Radhostska
1607,Radhostska
1608,Radosovicka
1609,Radosovicka
1610,Radosovicka
1611,U Stare posty
1612,U Stare posty
1613,Nemocnice Na Frantisku
1614,Nemocnice Na Frantisku
1615,Rohoznicka
1616,Rohoznicka
1617,Rokoska
1618,Rokoska
1619,Roztocka
1620,Roztocka
1621,Roztylske namesti
1622,Roztylske namesti
1623,Labe
1624,Labe
1625,Rozynova
1626,Rozynova
1627,Ruska
1628,Ruska
1629,Terminal 1
1630,Terminal 1
1631,Terminal 1
1632,Terminal 2
1633,Terminal 2
1634,Terminal 2
1635,Ruzynska
1636,Ruzynska
1637,Ruzynska skola
1638,Ruzynska skola
1639,Rysanka
1640,Rysanka
1641,Rysanka
1642,Repcicka
1643,Repcicka
1644,Reporyjske namesti
1645,Reporyjske namesti
1646,Skola Repy
1647,Skola Repy
1648,Ricanova
1649,Ricanova
1650,Safirova
1651,Safirova
1652,Santoska
1653,Santoska
1654,Satalicka obora
1655,Satalicka obora
1656,Sdruzeni
1657,Sdruzeni
1658,Selska
1659,Selska
1660,Selska
1661,Selska
1662,Serpentina
1663,Severozapadni
1664,Severozapadni
1665,Schodova
1666,Schodova
1667,Sibeliova
1668,Sibeliova
1669,Sibeliova
1670,Sibeliova
1671,Sibirske namesti
1672,Sibirske namesti
1673,Sidliste Bohnice
1674,Sidliste Bohnice
1675,Sidliste Bohnice
1676,Poliklinika Mazurska
1677,Poliklinika Mazurska
1678,Poliklinika Mazurska
1679,Ronesova
1680,Ronesova
1681,Sidliste Dablice
1682,Sidliste Dablice
1683,Sidliste Dablice
1684,Sidliste Dablice
1685,Sidliste Hloubetin
1686,Sidliste Hloubetin
1687,Sidliste Hloubetin
1688,Sidliste Hloubetin
1689,Sidliste Homolka
1690,Sidliste Homolka
1691,Gercenova
1692,Gercenova
1693,Invalidovna
1694,Invalidovna
1695,Invalidovna
1696,Invalidovna
1697,Sidliste Krc
1698,Sidliste Krc
1699,Sidliste Lehovec
1700,Sidliste Lehovec
1701,Sidliste Lhotka
1702,Sidliste Lhotka
1703,Sidliste Lhotka
1704,Sidliste Lhotka
1705,Sidliste Lhotka
1706,Sidliste Libus
1707,Sidliste Libus
1708,Sidliste Malesice
1709,Sidliste Malesice
1710,Sidliste Malesice
1711,Sidliste Malesice
1712,Sidliste Malesice
1713,Sidliste Na Dedine
1714,Sidliste Na Dedine
1715,Sidliste Novodvorska
1716,Sidliste Novodvorska
1717,Sidliste Pankrac
1718,Sidliste Pankrac
1719,Sidliste Pankrac
1720,Sidliste Pankrac
1721,Dekanka
1722,Dekanka
1723,Sidliste Prosek
1724,Sidliste Prosek
1725,Sidliste Radotin
1726,Sidliste Radotin
1727,Nevanova
1728,Nevanova
1729,Rembrandtova
1730,Rembrandtova
1731,Sidliste Sporilov
1732,Sidliste Sporilov
1733,Sidliste Zahradni Mesto
1734,Sidliste Zahradni Mesto
1735,Sidliste Zahradni Mesto
1736,Sidliste Zahradni Mesto
1737,Jesenicka
1738,Jesenicka
1739,Jesenicka
1740,Sidliste Zbraslav
1741,Sidliste Zbraslav
1742,Na Padesatem
1743,Na Padesatem
1744,Kralovicka
1745,Kralovicka
1746,Kobylisy
1747,Kobylisy
1748,Kobylisy
1749,Kobylisy
1750,Kobylisy
1751,Kobylisy
1752,Kobylisy
1753,Kobylisy
1754,Kobylisy
1755,Kobylisy
1756,Kobylisy
1757,Strelnicna
1758,Strelnicna
1759,Sklarska
1760,Sklarska
1761,Sklonena
1762,Sklonena
1763,Slatinova
1764,Slatinova
1765,Slavia
1766,Slavia
1767,Slavia
1768,Slavia
1769,Slivenecka
1770,Slivenecka
1771,Teplicka
1772,Teplicka
1773,Smiricka
1774,Smiricka
1775,Jinonice
1776,Jinonice
1777,Jinonice
1778,Jinonice
1779,Jinonice
1780,Jinonice
1781,Jinonice
1782,Smrzovska
1783,Smrzovska
1784,Sobin
1785,Sobin
1786,Sidliste Kobylisy
1787,Sidliste Kobylisy
1788,Florenc
1789,Florenc
1790,Florenc
1791,Florenc
1792,Florenc
1793,Florenc
1794,Florenc
1795,Florenc
1796,Florenc
1797,Florenc
1798,Florenc
1799,Solidarita
1800,Solidarita
1801,Podkovarska
1802,Podkovarska
1803,Sparta
1804,Sparta
1805,Sparta
1806,Sparta
1807,U Palaty
1808,U Palaty
1809,Spojovaci
1810,Spojovaci
1811,Spojovaci
1812,Spojovaci
1813,Spolska
1814,Spolska
1815,V Kratinach
1816,V Kratinach
1817,Sporilov
1818,Sporilov
1819,Sporilov
1820,Sporilov
1821,Sporilov
1822,Sporilov
1823,Sporilov
1824,Terminal 3
1825,Terminal 3
1826,Stadion Strahov
1827,Stadion Strahov
1828,Stadion Strahov
1829,Stadion Strahov
1830,Stadion Strahov
1831,Stare namesti
1832,Drnovska
1833,Stare namesti
1834,Drnovska
1835,Starodejvicka
1836,Starodejvicka
1837,Starochuchelska
1838,Staromestska
1839,Staromestska
1840,Staromestska
1841,Staromestska
1842,Staromestska
1843,Staromestska
1844,Staromestska
1845,Stary Sporilov
1846,Stary Sporilov
1847,Zavodiste Chuchle
1848,Zavodiste Chuchle
1849,Strojirenska
1850,Strojirenska
1851,Tiskarska
1852,Tiskarska
1853,Zamenhofova
1854,Narozni
1855,Narozni
1856,Vackova
1857,Vackova
1858,Kovarova-KD Mlejn
1859,Kovarova-KD Mlejn
1860,Sidliste Stodulky
1861,Sidliste Stodulky
1862,Strasnicka
1863,Strasnicka
1864,Strasnicka
1865,Strasnicka
1866,Strasnicka
1867,Strasnicka
1868,Strasnicka
1869,Strazni
1870,Strazni
1871,Strossmayerovo namesti
1872,Strossmayerovo namesti
1873,Strossmayerovo namesti
1874,Strossmayerovo namesti
1875,Strossmayerovo namesti
1876,Brezineveska
1877,Brezineveska
1878,Sudejovicka
1879,Sudejovicka
1880,Smaragdova
1881,Suchdolske namesti
1882,Suchdolske namesti
1883,Sulicka
1884,Sulicka
1885,Vrsovicky hrbitov
1886,Vrsovicky hrbitov
1887,Svatoplukova
1888,Svatoplukova
1889,Tehovicky
1890,Tehovicky
1891,Vaclava Spacka
1892,Vaclava Spacka
1893,Darwinova
1894,Darwinova
1895,Satovka
1896,Satovka
1897,Seberak
1898,Seberak
1899,Seberov
1900,Seberov
1901,V Ladech
1902,V Ladech
1903,Bolevecka
1904,Bolevecka
1905,Smukyrka
1906,Smukyrka
1907,Spejchar
1908,Spejchar
1909,Sperlova
1910,Sperlova
1911,Spitalka
1912,Spitalka
1913,Stefkova
1914,Stefkova
1915,Stechovicka
1916,Stechovicka
1917,Stepanska
1918,Stepanska
1919,Stepanska
1920,Stepnicna
1921,Stepnicna
1922,Stepnicna
1923,Stepnicna
1924,Ustredni
1925,Ustredni
1926,Ustredni
1927,Novosterboholska
1928,Novosterboholska
1929,Rokycanova
1930,Rokycanova
1931,Sumavska
1932,Sumavska
1933,Tachovske namesti
1934,Tachovske namesti
1935,U Jankovky
1936,U Jankovky
1937,Spalovna Malesice
1938,Spalovna Malesice
1939,Televizni vez
1940,Televizni vez
1941,Tempo
1942,Tempo
1943,Teplarna Malesice
1944,Teplarna Malesice
1945,Teplarna Michle
1946,Teplarna Michle
1947,Teplarna Treboradice
1948,Terasy
1949,Terasy
1950,Prosecka
1951,Prosecka
1952,Nademlejnska
1953,Nademlejnska
1954,Cerveny dvur
1955,Cerveny dvur
1956,Thakurova
1957,Thakurova
1958,Thakurova
1959,Thakurova
1960,Krizikova
1961,Krizikova
1962,Krizikova
1963,Krizikova
1964,Topolova
1965,Topolova
1966,Tovarny Hostivar
1967,Tovarny Hostivar
1968,Satalice
1969,Satalice
1970,Satalice
1971,Odlehla
1972,Odlehla
1973,Zoologicka zahrada
1974,Zoologicka zahrada
1975,Trojska
1976,Trojska
1977,Trojska
1978,Trojska
1979,Trutnovska
1980,Trutnovska
1981,Trebesin
1982,Trebesin
1983,Trebonice
1984,Trebonice
1985,Treboradice
1986,Treboradice
1987,Treboradice
1988,Nove Petrovice
1989,Nove Petrovice
1990,Tupolevova
1991,Tupolevova
1992,Tyrsova ctvrt
1993,Tyrsova ctvrt
1994,U Dalnice
1995,U Dalnice
1996,U Elektry
1997,U Elektry
1998,U Hangaru
1999,U Hangaru
2000,U Kaplicky
2001,U Kaplicky
2002,U Kaplicky
2003,U Kastanu
2004,U Kastanu
2005,U Krize
2006,U Krize
2007,U Krizku
2008,U Krizku
2009,U Ladronky
2010,U Ladronky
2011,U Lesika
2012,U Lesika
2013,U Libusske sokolovny
2014,U Libusske sokolovny
2015,U Lipy
2016,U Lipy
2017,U Lipy
2018,U Lipy
2019,U Lomu
2020,U Lomu
2021,K Fialce
2022,K Fialce
2023,U Mateje
2024,U Mateje
2025,U Mechurky
2026,U Mechurky
2027,U Pamatniku
2028,U Pamatniku
2029,Ke Klicovu
2030,Ke Klicovu
2031,Cakovicky zamek
2032,Cakovicky zamek
2033,Dubec
2034,Dubec
2035,Dubec
2036,Skola Sterboholy
2037,Skola Sterboholy
2038,Sterboholy
2039,Sterboholy
2040,U Spoju
2041,U Spoju
2042,Na Planine
2043,Na Planine
2044,U Skoly
2045,U Skoly
2046,U Tovaren
2047,U Tovaren
2048,U Tri svatych
2049,U Tri svatych
2050,U Vaclava
2051,U Vaclava
2052,Nadrazi Dolni Pocernice
2053,Nadrazi Dolni Pocernice
2054,U Vcely
2055,U Vcely
2056,Zabovreska
2057,U Vodojemu
2058,U Vodojemu
2059,U Zvonicky
2060,U Zvonicky
2061,U Zvonu
2062,U Zvonu
2063,U Zvonu
2064,Repinska
2065,Repinska
2066,Ustredni dilny DP
2067,Ustredni dilny DP
2068,Ustredni dilny DP
2069,Ustredni dilny DP
2070,Uhrineves
2071,Uhrineves
2072,Ujezd
2073,Ujezd
2074,Ujezd
2075,Ujezd
2076,Ujezd u Pruhonic
2077,Ujezd nad Lesy
2078,Ujezd nad Lesy
2079,Ujezd nad Lesy
2080,Ujezd nad Lesy
2081,Ujezd nad Lesy
2082,Ujezd nad Lesy
2083,Formanska
2084,Formanska
2085,Ukrajinska
2086,Ukrajinska
2087,Elisky Premyslovny
2088,Urbanova
2089,Urbanova
2090,Urxova
2091,Urxova
2092,Sprava socialniho zabezpeceni
2093,Sprava socialniho zabezpeceni
2094,Rajska zahrada
2095,Rajska zahrada
2096,Rajska zahrada
2097,Rajska zahrada
2098,Ustav materstvi
2099,Ustav materstvi
2100,Drobna
2101,Drobna
2102,Namesti Winstona Churchilla
2103,Namesti Winstona Churchilla
2104,Namesti Winstona Churchilla
2105,U Haje
2106,U Haje
2107,Nad Kosikem
2108,Nad Kosikem
2109,V Chotejne
2110,V Chotejne
2111,V Korytech
2112,V Korytech
2113,Brezineves
2114,Brezineves
2115,Limuzska
2116,Limuzska
2117,Limuzska
2118,Limuzska
2119,Venusina
2120,Venusina
2121,V Rybnickach
2122,V Rybnickach
2123,V Sudech
2124,V Sudech
2125,V Ulicce
2126,V Zapoli
2127,V Zapoli
2128,V Zapoli
2129,V Zatisi
2130,V Zatisi
2131,Vackov
2132,Vackov
2133,Vaclavka
2134,Vaclavka
2135,Vozovna Zizkov
2136,Vozovna Zizkov
2137,Vozovna Zizkov
2138,Kolovraty
2139,Kolovraty
2140,Ve Studenem
2141,Ve Studenem
2142,Ve Vyrech
2143,Ve Vyrech
2144,Veletrzni palac
2145,Veletrzni palac
2146,Veletrzni palac
2147,Veletrzni palac
2148,Poliklinika Petrovice
2149,Poliklinika Petrovice
2150,Bazovskeho
2151,Bazovskeho
2152,Vetrnik
2153,Vetrnik
2154,Vetrnik
2155,Vetrnik
2156,Vysokovska
2157,Vidoule
2158,Vidoule
2159,Vidoule
2160,Vidoule
2161,Vozovna Strasnice
2162,Vozovna Strasnice
2163,Vinohradske hrbitovy
2164,Vinohradske hrbitovy
2165,Vinohradska trznice
2166,Vinohradska trznice
2167,Vinohradska vodarna
2168,Vinohradska vodarna
2169,Vinor
2170,Vinor
2171,Psohlavcu
2172,Psohlavcu
2173,Karlinske namesti
2174,Karlinske namesti
2175,Vlasimska
2176,Vlasimska
2177,Vlnita
2178,Vlnita
2179,Cechticka
2180,Cechticka
2181,Vojenska nemocnice
2182,Vojenska nemocnice
2183,Vojenska nemocnice
2184,Vojicka
2185,Vojicka
2186,Vosmikovych
2187,Vosmikovych
2188,U Dobesky
2189,U Dobesky
2190,Vozovna Kobylisy
2191,Vozovna Kobylisy
2192,Vozovna Kobylisy
2193,Vozovna Kobylisy
2194,Vozovna Kobylisy
2195,Vozovna Kobylisy
2196,Vozovna Kobylisy
2197,Vozovna Motol
2198,Vozovna Motol
2199,Vozovna Pankrac
2200,Vozovna Pankrac
2201,Vozovna Pankrac
2202,Vozovna Stresovice
2203,Vozovna Stresovice
2204,Vozovna Stresovice
2205,Vozovna Stresovice
2206,Vozovna Vokovice
2207,Vozovna Vokovice
2208,Vyhledy
2209,Vychovatelna
2210,Vychovatelna
2211,Vychovatelna
2212,Vychovatelna
2213,Vychovatelna
2214,Lipovicka
2215,Lipovicka
2216,Vypich
2217,Vypich
2218,Vypich
2219,Kukulova
2220,Vypich
2221,Postovska
2222,Postovska
2223,Zemedelska univerzita
2224,Zemedelska univerzita
2225,Zemedelska univerzita
2226,Piskova
2227,Piskova
2228,Piskova
2229,Albertov
2230,Albertov
2231,Albertov
2232,Vyton
2233,Vyton
2234,Jilovska
2235,Jilovska
2236,VU Bechovice
2237,VU Bechovice
2238,Vinopalnicka
2239,Vinopalnicka
2240,Na Sabatce
2241,Na Sabatce
2242,Xaverov
2243,Xaverov
2244,Za Horou
2245,Za Horou
2246,Za Horou
2247,Za Chalupami
2248,Za Chalupami
2249,Zabehlice
2250,Zabehlice
2251,Zabehlicka skola
2252,Zabehlicka skola
2253,Zadni Kopanina
2254,Zadni Kopanina
2255,Zahradni Mesto
2256,Zahradni Mesto
2257,Zahradni Mesto
2258,Centrum Zahradni Mesto
2259,Centrum Zahradni Mesto
2260,Centrum Zahradni Mesto
2261,Zahradnictvi
2262,Zahradnictvi
2263,Zahradky
2264,Zahradky
2265,Zalesi
2266,Zalesi
2267,Zalesi
2268,Zalesi
2269,Zalesi
2270,Zalesi
2271,U Studanky
2272,U Studanky
2273,Zatacka
2274,Zatacka
2275,Zavist
2276,Zavist
2277,Cerny Most
2278,Cerny Most
2279,Cerny Most
2280,Cerny Most
2281,Cerny Most
2282,Cerny Most
2283,Cerny Most
2284,Cerny Most
2285,Cerny Most
2286,Cerny Most
2287,Za Cimickym hajem
2288,Za Cimickym hajem
2289,Avia Letnany
2290,Avia Letnany
2291,Zborov - Strasnicke divadlo
2292,Zborov - Strasnicke divadlo
2293,Zborovska
2294,Zborovska
2295,Zbraslavske namesti
2296,Zbraslavske namesti
2297,Zbraslavske namesti
2298,Zbraslavske namesti
2299,Zbraslavske namesti
2300,Zbyslavska
2301,Zbyslavska
2302,Michnovka
2303,Michnovka
2304,Skola Nebusice
2305,Skola Nebusice
2306,Zelena
2307,Zelena
2308,Zelena
2309,Zelena
2310,Zelena liska
2311,Zelena liska
2312,IKEM
2313,IKEM
2314,Zelene domky
2315,Zelene domky
2316,Zeleny pruh
2317,Zeleny pruh
2318,Zemanka
2319,Zemanka
2320,Zhorelecka
2321,Zhorelecka
2322,Zhorelecka
2323,Zhorelecka
2324,Halenkovska
2325,Halenkovska
2326,Halenkovska
2327,Halenkovska
2328,Zlichov
2329,Zlichov
2330,Zlichov
2331,Zmrzlik
2332,Zmrzlik
2333,Ke Katerinkam
2334,Ke Katerinkam
2335,Ke Katerinkam
2336,Ke Katerinkam
2337,Zabovresky
2338,Zabovresky
2339,Zakovska
2340,Zakovska
2341,Nove Pitkovice
2342,Nove Pitkovice
2343,Zelivecka
2344,Zelivecka
2345,Zelivskeho
2346,Zelivskeho
2347,Zelivskeho
2348,Zelivskeho
2349,Zelivskeho
2350,Zelivskeho
2351,Zelivskeho
2352,Zelivskeho
2353,Zelivskeho
2354,Zelivskeho
2355,Zelivskeho
2356,Zelivskeho
2357,Zenske domovy
2358,Zezulka
2359,Zezulka
2360,Na Pazderce
2361,Na Pazderce
2362,Dunajecka
2363,Dunajecka
2364,Nad Bechovicemi
2365,Nad Bechovicemi
2366,Druzna
2367,Druzna
2368,Tylova ctvrt
2369,Tylova ctvrt
2370,Poliklinika Modrany
2371,Poliklinika Modrany
2372,Poliklinika Modrany
2373,Poliklinika Modrany
2374,Poliklinika Modrany
2375,Kobrova
2376,Kobrova
2377,U Mlejna
2378,U Mlejna
2379,Primske namesti
2380,Primske namesti
2381,Na Bojisti
2382,Namesti Jiriho Berana
2383,Namesti Jiriho Berana
2384,Visnova
2385,Visnova
2386,Dolnokrcska
2387,Dolnokrcska
2388,Nad Rybniky
2389,Nad Rybniky
2390,Rosecska
2391,Rosecska
2392,Na Havrance
2393,Na Havrance
2394,Kafkova
2395,Lomy
2396,Lomy
2397,Sidliste Cerveny Vrch
2398,Sidliste Cerveny Vrch
2399,Za Farou
2400,Za Farou
2401,Levskeho
2402,Levskeho
2403,Levskeho
2404,Sidliste Modrany
2405,Sidliste Modrany
2406,Sidliste Modrany
2407,Sidliste Modrany
2408,Modranska rokle
2409,Modranska rokle
2410,Modranska rokle
2411,Modranska rokle
2412,U Libusskeho potoka
2413,U Libusskeho potoka
2414,U Libusskeho potoka
2415,U Libusskeho potoka
2416,Sidliste Cimice
2417,Sidliste Cimice
2418,Sidliste Cimice
2419,Antala Staska
2420,Antala Staska
2421,Tesnov
2422,Tesnov
2423,Skalka
2424,Skalka
2425,Skalka
2426,Skalka
2427,Skalka
2428,Skalka
2429,Skalka
2430,Detska nemocnice Karlov
2431,Apolinarska
2432,Apolinarska
2433,Radlicka
2434,Radlicka
2435,Radlicka
2436,Radlicka
2437,Radlicka
2438,Radlicka
2439,Katerinska
2440,Vetrov
2441,Vetrov
2442,Brodskeho
2443,Brodskeho
2444,Prazska ctvrt
2445,Prazska ctvrt
2446,Skladka Dablice
2447,Skladka Dablice
2448,Wattova
2449,U Nemocnice
2450,U Nemocnice
2451,Ke Koulce
2452,Safrankova
2453,Safrankova
2454,Safrankova
2455,Safrankova
2456,Sidliste Petrovice
2457,Sidliste Petrovice
2458,Sidliste Petrovice
2459,Sidliste Petrovice
2460,Nuslova
2461,Nuslova
2462,Jarnikova
2463,Jarnikova
2464,Zarska
2465,Zarska
2466,Vrbova
2467,U Kunratickeho lesa
2468,U Kunratickeho lesa
2469,Na Varte
2470,Na Varte
2471,Barvy a laky
2472,Barvy a laky
2473,Nadrazi Velka Chuchle
2474,Nadrazi Velka Chuchle
2475,Veronske namesti
2476,Lyskova
2477,Lyskova
2478,Nemocnice Bubenec
2479,Nemocnice Bubenec
2480,Koleje Strahov
2481,Koleje Strahov
2482,Volha
2483,Volha
2484,Volha
2485,Stvanice
2486,Stvanice
2487,V Mokrinach
2488,V Mokrinach
2489,Na Slovance
2490,Na Slovance
2491,Svepravice
2492,Svepravice
2493,Svepravice
2494,Svepravice
2495,U Belarie
2496,U Belarie
2497,Na Jelenach
2498,Na Jelenach
2499,Madlina
2500,Madlina
2501,Do Koutu
2502,Do Koutu
2503,Spiritka
2504,Spiritka
2505,Certuv vrsek
2506,Certuv vrsek
2507,Brevnovsky klaster
2508,Brevnovsky klaster
2509,Na Cikorce
2510,Lazarska
2511,Lazarska
2512,Lazarska
2513,Lazarska
2514,Pod Rihakem
2515,Mototechna
2516,Mototechna
2517,Letnany
2518,Letnany
2519,Letnany
2520,Letnany
2521,Letnany
2522,Letnany
2523,Letnany
2524,Letnany
2525,Letnany
2526,Letnany
2527,Na Krecku
2528,Na Krecku
2529,Pod Lahovskou
2530,Nad Dvorem
2531,Nad Dvorem
2532,Cechova ctvrt
2533,Cechova ctvrt
2534,Cechova ctvrt
2535,Cechova ctvrt
2536,Luka
2537,Luka
2538,Luka
2539,Luka
2540,Luka
2541,Luka
2542,Luka
2543,Klasterecka
2544,Klasterecka
2545,Jircanska
2546,Jircanska
2547,Mirovicka
2548,Mirovicka
2549,Morseova
2550,Morseova
2551,Janovska
2552,Janovska
2553,Obchodni centrum Sterboholy
2554,Obchodni centrum Sterboholy
2555,Okorska
2556,Sidliste Rohoznik
2557,Sidliste Rohoznik
2558,Zivcova
2559,Rektorska
2560,Rektorska
2561,Sidliste Barrandov
2562,Sidliste Barrandov
2563,Poliklinika Haje
2564,Poliklinika Haje
2565,Kazinska
2566,Ceskobrodska
2567,Zatisska
2568,Zatisska
2569,Za Nadjezdem
2570,Za Nadjezdem
2571,U Kestranku
2572,Amforova
2573,Amforova
2574,Poliklinika Barrandov
2575,Poliklinika Barrandov
2576,Poliklinika Barrandov
2577,Poliklinika Barrandov
2578,Lukavecka
2579,Lukavecka
2580,Dedinova
2581,Dedinova
2582,V Novych domcich
2583,V Novych domcich
2584,Za Trati
2585,Za Trati
2586,Platonova
2587,Platonova
2588,Petrzilova
2589,Petrzilova
2590,Pavelkova
2591,Pavelkova
2592,Pod Vsi
2593,Pod Vsi
2594,Na Drahach
2595,Na Drahach
2596,Andel
2597,Andel
2598,Andel
2599,Andel
2600,Na Knizeci
2601,Na Knizeci
2602,Na Knizeci
2603,Na Knizeci
2604,Andel
2605,Andel
2606,Andel
2607,Na Knizeci
2608,Na Knizeci
2609,Na Knizeci
2610,Na Knizeci
2611,Andel
2612,Andel
2613,Andel
2614,Andel
2615,Andel
2616,Andel
2617,Ve Zlibku
2618,Ve Zlibku
2619,Ve Zlibku
2620,Ve Zlibku
2621,Vrazska
2622,Vrazska
2623,Pristav Radotin
2624,Pristav Radotin
2625,Braunova
2626,Braunova
2627,Vlastina
2628,Vlastina
2629,Na Mlynici
2630,Na Mlynici
2631,Nadrazi Krc
2632,Nadrazi Krc
2633,Hogerova
2634,Hogerova
2635,K Barrandovu
2636,K Barrandovu
2637,Chaplinovo namesti
2638,Chaplinovo namesti
2639,Chaplinovo namesti
2640,Chaplinovo namesti
2641,Chaplinovo namesti
2642,Nadrazi Kyje
2643,Nadrazi Kyje
2644,Spitalska
2645,Spitalska
2646,Vozovna Hloubetin
2647,Vozovna Hloubetin
2648,Pankova
2649,Pankova
2650,Milevska
2651,Poliklinika Cerny Most
2652,Poliklinika Cerny Most
2653,Kapitana Stranskeho
2654,Kapitana Stranskeho
2655,Ve Vilkach
2656,Ve Vilkach
2657,Lazenka
2658,Lazenka
2659,Talinska
2660,Talinska
2661,Dolezalova
2662,Dolezalova
2663,Rimska
2664,Rimska
2665,Za Slanskou silnici
2666,Za Slanskou silnici
2667,Za Slanskou silnici
2668,Mokranska
2669,Mokranska
2670,Slovinska
2671,Slovinska
2672,Plosna
2673,Plosna
2674,Nadrazi Horni Mecholupy
2675,Nadrazi Horni Mecholupy
2676,Nadrazi Horni Mecholupy
2677,Nadrazi Horni Mecholupy
2678,Generala Janouska
2679,Generala Janouska
2680,Depo Hostivar
2681,Depo Hostivar
2682,Depo Hostivar
2683,Depo Hostivar
2684,Depo Hostivar
2685,Depo Hostivar
2686,Vaclavske namesti
2687,Vaclavske namesti
2688,Mustek
2689,Mustek
2690,Mustek
2691,Mustek
2692,Mala Ohrada
2693,Mala Ohrada
2694,Mala Ohrada
